359/5787 428/5787 535/5787 539/1929 2848/5787
785,000 1/94483 1/94602 1/117360 2/216431 5/237893
786,000 1/94483 1/94602 1/117360 1/216431 2/237893
786.06 1/94483 1/94602 1/58680 1/216431 1/237893
787,000 1/94483 1/94602 1/117360 1/216431 5/237893
787,117 1/94483 1/94602 1/117360 1/216431 2/237893
788 1/94483 1/94602 1/117360 1/216431 3/237893
788,000 1/94483 1/94602 1/117360 1/216431 3/237893
788.73 1/94483 1/94602 1/117360 1/216431 2/237893
79 1/94483 1/94602 1/117360 4/216431 19/237893
79,000 1/94483 1/94602 1/117360 1/216431 5/237893
79,014 1/94483 1/47301 1/117360 1/216431 1/237893
79,069 1/94483 1/94602 1/117360 1/216431 2/237893
79,250 1/94483 1/47301 1/117360 1/216431 1/237893
79,395 1/94483 1/94602 1/117360 1/216431 2/237893
79,448 1/94483 1/47301 1/117360 1/216431 1/237893
79.1 1/94483 1/94602 1/117360 1/216431 3/237893
79.3 1/94483 1/94602 1/117360 1/216431 5/237893
79.41 1/94483 1/31534 1/117360 1/216431 1/237893
79.5 1/94483 1/94602 1/117360 1/216431 3/237893
79.6 1/94483 1/94602 1/117360 2/216431 2/237893
79.9 1/94483 1/94602 1/117360 1/216431 2/237893
790 1/94483 1/47301 1/117360 1/216431 2/237893
790,000 1/94483 1/94602 1/117360 1/216431 4/237893
791 1/94483 1/94602 1/117360 1/216431 3/237893
791,000 1/94483 1/94602 1/117360 1/216431 2/237893
791.6 1/94483 1/94602 1/117360 1/216431 2/237893
793,000 1/94483 1/94602 1/117360 1/216431 2/237893
794,000 1/94483 1/94602 1/117360 1/216431 4/237893
794,711 1/94483 1/94602 1/117360 1/216431 3/237893
794.3 1/94483 1/94602 1/117360 1/216431 2/237893
795.8 1/94483 1/94602 1/117360 1/216431 2/237893
796,613 1/94483 1/94602 1/117360 1/216431 2/237893
796.24 1/94483 1/94602 1/117360 1/216431 2/237893
797,000 1/94483 1/94602 1/117360 1/216431 2/237893
797,932 1/94483 1/94602 1/117360 1/216431 2/237893
798 1/94483 1/94602 1/117360 2/216431 1/237893
798,000 1/94483 1/94602 1/117360 1/216431 3/237893
798,289 1/94483 1/94602 1/117360 1/216431 2/237893
798.9 1/94483 1/94602 1/117360 1/216431 2/237893
799,864 1/94483 1/94602 1/117360 1/216431 2/237893
7p 1/94483 1/94602 1/117360 1/216431 2/237893
8 5/94483 2/47301 1/14670 7/216431 20/237893
8,000 1/94483 1/31534 1/39120 1/216431 3/237893
8,000-10,000 1/94483 1/47301 1/117360 1/216431 1/237893
8,008,763 1/94483 1/94602 1/117360 1/216431 2/237893
8,012,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,013,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,027,065 1/94483 1/94602 1/117360 1/216431 2/237893
8,034,223 1/94483 1/94602 1/117360 1/216431 3/237893
8,035,326 1/94483 1/94602 1/117360 1/216431 3/237893
8,037,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,084,000 1/94483 1/94602 1/117360 1/216431 4/237893
8,086,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,097,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,100 1/94483 1/94602 1/117360 2/216431 1/237893
8,131,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,146,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,148,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,157,864 1/94483 1/94602 1/117360 1/216431 2/237893
8,167,401 1/94483 1/94602 1/117360 1/216431 2/237893
8,168,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,181 1/94483 1/94602 1/39120 1/216431 1/237893
8,193,455 1/94483 1/94602 1/117360 1/216431 2/237893
8,202,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,226,577 1/94483 1/94602 1/117360 1/216431 2/237893
8,246,849,000 1/94483 1/31534 1/117360 1/216431 1/237893
8,250 1/94483 1/47301 1/117360 1/216431 1/237893
8,265,541 1/94483 1/94602 1/117360 1/216431 2/237893
8,300 1/94483 1/94602 1/117360 1/216431 2/237893
8,302,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,329,492 1/94483 1/94602 1/117360 1/216431 2/237893
8,333,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,349,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,363,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,367,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,377,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,403,562 1/94483 1/94602 1/117360 1/216431 2/237893
8,405,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,408,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,441,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,459,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,464,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,469.5 1/94483 1/47301 1/117360 1/216431 1/237893
8,500,000 1/94483 1/94602 1/117360 2/216431 2/237893
8,510,004 1/94483 1/94602 1/117360 1/216431 2/237893
8,517,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,519,677 1/94483 1/94602 1/117360 1/216431 2/237893
8,536,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,545,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,570,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,577,853 1/94483 1/94602 1/117360 1/216431 4/237893
8,600,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,617,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,626,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,637,000 1/94483 1/94602 1/117360 1/216431 4/237893
8,641,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,660,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,664,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,689,008 1/94483 1/94602 1/117360 1/216431 2/237893
8,705,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,736,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,743,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,745,132 1/94483 1/94602 1/117360 1/216431 3/237893
8,748,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,787,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,787,977 1/94483 1/94602 1/117360 1/216431 2/237893
8,793,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,797 1/94483 1/47301 1/117360 1/216431 1/237893
8,800,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,801,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,804,397 1/94483 1/94602 1/117360 2/216431 1/237893
8,804,899 1/94483 1/94602 1/117360 1/216431 2/237893
8,807,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,807,709 1/94483 1/94602 1/117360 1/216431 2/237893
8,809,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,812,432 1/94483 1/94602 1/117360 1/216431 3/237893
8,824,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,843,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,850,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,850,656 1/94483 1/94602 1/117360 1/216431 2/237893
8,863,945 1/94483 1/94602 1/117360 1/216431 2/237893
8,864,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,866 1/94483 1/94602 1/117360 1/216431 2/237893
8,866,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,870,035 1/94483 1/94602 1/117360 1/216431 2/237893
8,871,874 1/94483 1/94602 1/117360 1/216431 2/237893
8,872,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,889,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,894,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,900 1/94483 1/94602 1/117360 2/216431 1/237893
8,900,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,903,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,934 1/94483 1/94602 1/117360 1/216431 2/237893
8,937,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,939,955 1/94483 1/94602 1/117360 1/216431 3/237893
8,941,000 1/94483 1/94602 1/117360 1/216431 3/237893
8,958,100 1/94483 1/94602 1/117360 1/216431 2/237893
8,963,097 1/94483 1/94602 1/117360 1/216431 2/237893
8,966,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,967,719 1/94483 1/94602 1/117360 1/216431 2/237893
8,982,754 1/94483 1/94602 1/117360 1/216431 2/237893
8,991,000 1/94483 1/94602 1/117360 1/216431 2/237893
8,994,000 1/94483 1/94602 1/117360 1/216431 2/237893
8-1/2 1/94483 1/94602 1/58680 1/216431 1/237893
8-16 1/94483 1/31534 1/117360 1/216431 1/237893
8-3/4 1/94483 1/94602 1/23472 1/216431 1/237893
8-k 1/94483 1/94602 1/117360 2/216431 2/237893
8-mm 1/94483 1/94602 1/117360 1/216431 3/237893
8.0 1/94483 2/47301 1/39120 6/216431 14/237893
8.00 1/94483 1/47301 1/117360 2/216431 2/237893
8.1 2/94483 1/94602 1/39120 5/216431 6/237893
8.10 1/94483 1/94602 1/117360 1/216431 3/237893
8.16 5/94483 1/94602 1/117360 1/216431 1/237893
8.17 1/94483 1/94602 1/117360 1/216431 4/237893
8.2 1/94483 1/31534 1/117360 7/216431 5/237893
8.21 1/94483 1/47301 1/117360 1/216431 3/237893
8.24 1/94483 1/94602 1/117360 1/216431 2/237893
8.25 1/94483 1/31534 1/117360 1/216431 2/237893
8.25p 1/94483 1/94602 1/117360 1/216431 3/237893
8.2p 1/94483 1/94602 1/117360 1/216431 3/237893
8.3 4/94483 5/94602 1/58680 5/216431 8/237893
8.30 1/94483 1/94602 1/117360 1/216431 2/237893
8.35 2/94483 1/94602 1/117360 1/216431 3/237893
8.36 2/94483 1/94602 1/117360 1/216431 3/237893
8.38 3/94483 1/94602 1/117360 1/216431 1/237893
8.4 3/94483 5/94602 1/117360 5/216431 9/237893
8.45 1/94483 1/94602 1/117360 1/216431 3/237893
8.48 1/94483 1/94602 1/58680 1/216431 2/237893
8.4p 1/94483 1/94602 1/117360 1/216431 2/237893
8.5 4/94483 1/15767 1/23472 4/216431 15/237893
8.50 2/94483 1/94602 1/117360 8/216431 1/237893
8.51 1/94483 1/94602 1/117360 1/216431 5/237893
8.52 4/94483 1/94602 1/117360 1/216431 2/237893
8.53 3/94483 1/94602 1/117360 1/216431 1/237893
8.5p 1/94483 1/94602 1/117360 1/216431 2/237893
8.6 3/94483 1/94602 1/117360 4/216431 7/237893
8.63 1/94483 1/94602 1/117360 1/216431 2/237893
8.65 1/94483 1/94602 1/117360 1/216431 2/237893
8.7 2/94483 1/94602 1/117360 3/216431 11/237893
8.73 1/94483 1/94602 1/117360 1/216431 3/237893
8.7p 1/94483 1/94602 1/117360 1/216431 3/237893
8.8 5/94483 1/94602 1/58680 1/216431 14/237893
8.81 1/94483 1/94602 1/117360 1/216431 2/237893
8.84 1/94483 1/47301 1/117360 1/216431 1/237893
8.85 1/94483 1/94602 1/117360 1/216431 2/237893
8.87 2/94483 1/94602 1/117360 1/216431 2/237893
8.9 1/94483 1/31534 1/117360 3/216431 13/237893
8/10 1/94483 1/94602 1/117360 2/216431 1/237893
8/16 1/94483 1/31534 1/117360 1/216431 1/237893
80 14/94483 11/94602 1/13040 58/216431 47/237893
80,000 3/94483 3/31534 1/117360 1/216431 2/237893
80,333 1/94483 1/94602 1/117360 1/216431 2/237893
80,460 1/94483 1/94602 1/117360 2/216431 1/237893
80,498 1/94483 1/47301 1/117360 1/216431 1/237893
80-85 2/94483 1/94602 1/117360 1/216431 1/237893
80.00 1/94483 1/94602 1/117360 3/216431 1/237893
80.2 1/94483 1/94602 1/117360 1/216431 2/237893
80.4 2/94483 1/94602 1/117360 1/216431 2/237893
80.5 1/94483 1/94602 1/117360 2/216431 3/237893
80.7 1/94483 1/94602 1/117360 2/216431 3/237893
80.71 1/94483 1/94602 1/117360 1/216431 3/237893
80.9 1/94483 1/94602 1/117360 1/216431 3/237893
800 6/94483 1/94602 7/39120 13/216431 6/237893
800,000 3/94483 3/31534 1/117360 4/216431 15/237893
800p 1/94483 1/94602 1/117360 3/216431 1/237893
801,000 1/94483 1/94602 1/117360 1/216431 5/237893
802 1/94483 1/94602 1/117360 1/216431 2/237893
802,000 1/94483 1/94602 1/117360 1/216431 3/237893
802.8 2/94483 1/94602 1/117360 1/216431 2/237893
803,085 1/94483 1/94602 1/117360 1/216431 3/237893
804.3 1/94483 1/94602 1/117360 1/216431 2/237893
807,000 1/94483 1/94602 1/117360 1/216431 2/237893
809,000 1/94483 1/94602 1/117360 1/216431 5/237893
809,243 1/94483 1/94602 1/117360 1/216431 2/237893
81 1/94483 1/47301 1/117360 4/216431 28/237893
81,000 1/94483 1/47301 1/117360 1/216431 2/237893
81,358 1/94483 1/94602 1/117360 1/216431 2/237893
81,492 1/94483 1/94602 1/117360 1/216431 2/237893
81,600 1/94483 1/94602 1/117360 1/216431 2/237893
81,648 1/94483 1/94602 1/39120 1/216431 1/237893
81.0 1/94483 1/94602 1/117360 1/216431 2/237893
81.02 1/94483 1/47301 1/117360 1/216431 1/237893
81.1 1/94483 1/94602 1/117360 2/216431 2/237893
81.3 1/94483 1/94602 1/117360 2/216431 6/237893
81.40 1/94483 1/94602 1/117360 1/216431 2/237893
81.5 1/94483 1/94602 1/117360 1/216431 5/237893
81.7 1/94483 1/94602 1/117360 1/216431 5/237893
81.9 1/94483 1/94602 1/117360 2/216431 4/237893
810.89 1/94483 1/94602 1/117360 1/216431 2/237893
811,836 1/94483 1/94602 1/117360 1/216431 2/237893
812,000 1/94483 1/94602 1/117360 1/216431 2/237893
813.0 1/94483 1/94602 1/117360 1/216431 6/237893
814,000 1/94483 1/94602 1/117360 1/216431 2/237893
816,395 1/94483 1/94602 1/117360 1/216431 2/237893
816.1 1/94483 1/94602 1/117360 1/216431 2/237893
817,000 1/94483 1/94602 1/117360 1/216431 3/237893
818,000 1/94483 1/94602 1/117360 1/216431 2/237893
818,723 1/94483 1/94602 1/117360 1/216431 2/237893
819 1/94483 1/94602 1/117360 3/216431 1/237893
819,000 1/94483 1/94602 1/117360 1/216431 3/237893
82 2/94483 1/94602 1/58680 8/216431 26/237893
82,000 1/94483 1/94602 1/117360 1/216431 5/237893
82.0 1/94483 1/94602 1/117360 1/216431 2/237893
82.1 1/94483 1/94602 1/117360 1/216431 3/237893
82.19 1/94483 1/94602 1/117360 1/216431 4/237893
82.2 1/94483 1/94602 1/58680 1/216431 5/237893
82.3 1/94483 1/94602 1/117360 1/216431 2/237893
82.36 1/94483 1/94602 1/117360 1/216431 2/237893
82.5 1/94483 1/94602 1/117360 1/216431 4/237893
82.6 1/94483 1/94602 1/117360 1/216431 3/237893
82.7 1/94483 1/47301 1/117360 1/216431 2/237893
82.8 1/94483 1/94602 1/117360 1/216431 2/237893
820,484 1/94483 1/94602 1/117360 1/216431 2/237893
821,000 1/94483 1/94602 1/117360 1/216431 3/237893
821,979 1/94483 1/94602 1/117360 1/216431 2/237893
821.2 1/94483 1/94602 1/117360 1/216431 3/237893
823.3 1/94483 1/94602 1/117360 1/216431 2/237893
824,000 1/94483 1/94602 1/117360 1/216431 3/237893
824,554 1/94483 1/94602 1/117360 1/216431 3/237893
824.3 1/94483 1/94602 1/117360 1/216431 2/237893
825 1/94483 1/94602 1/117360 1/216431 3/237893
825.0 1/94483 1/94602 1/117360 1/216431 2/237893
826,000 1/94483 1/47301 1/117360 1/216431 1/237893
827 2/94483 1/94602 1/117360 1/216431 2/237893
829,000 1/94483 1/47301 1/117360 1/216431 2/237893
829,737 1/94483 1/94602 1/117360 1/216431 2/237893
83 1/94483 1/94602 1/117360 26/216431 23/237893
83,000 1/94483 1/47301 1/117360 1/216431 5/237893
83,045 1/94483 1/94602 1/117360 1/216431 2/237893
83,100 1/94483 1/94602 1/117360 1/216431 2/237893
83,200 1/94483 1/94602 1/117360 1/216431 2/237893
83-1/8 2/94483 1/94602 1/117360 1/216431 1/237893
83.0 1/94483 1/94602 1/117360 2/216431 3/237893
83.2 1/94483 1/94602 1/117360 1/216431 7/237893
83.3 1/94483 1/31534 1/117360 1/216431 2/237893
83.4 1/94483 1/94602 1/117360 1/216431 3/237893
83.8 1/94483 1/94602 1/117360 1/216431 3/237893
83.92 1/94483 1/94602 1/117360 1/216431 3/237893
830,000 1/94483 1/94602 1/117360 2/216431 2/237893
830.3 1/94483 1/94602 1/117360 2/216431 1/237893
830.4 1/94483 1/94602 1/117360 1/216431 2/237893
831 1/94483 1/94602 1/117360 1/216431 3/237893
831,000 1/94483 1/94602 1/117360 1/216431 2/237893
833,000 1/94483 1/94602 1/117360 1/216431 3/237893
834,000 1/94483 1/94602 1/117360 1/216431 2/237893
835,000 1/94483 1/94602 1/117360 1/216431 3/237893
838,000 1/94483 1/94602 1/117360 1/216431 2/237893
838,690 1/94483 1/94602 1/117360 1/216431 2/237893
84 1/94483 1/47301 1/117360 6/216431 16/237893
84,000 1/94483 1/47301 1/117360 1/216431 4/237893
84,300 1/94483 1/94602 1/117360 2/216431 1/237893
84,400 1/94483 1/94602 1/117360 2/216431 2/237893
84,960 1/94483 1/47301 1/117360 1/216431 1/237893
84.0 1/94483 1/94602 1/117360 1/216431 3/237893
84.4 1/94483 1/94602 1/117360 1/216431 5/237893
84.7 1/94483 1/94602 1/58680 1/216431 1/237893
84.8 1/94483 1/94602 1/117360 1/216431 4/237893
84.9 1/94483 1/15767 1/117360 2/216431 1/237893
840 1/94483 1/94602 1/117360 2/216431 3/237893
840,000 1/94483 1/47301 1/117360 1/216431 2/237893
840,484 1/94483 1/94602 1/117360 1/216431 2/237893
841 1/94483 1/94602 1/58680 1/216431 1/237893
841,000 1/94483 1/94602 1/117360 1/216431 3/237893
841,887 1/94483 1/94602 1/117360 2/216431 1/237893
841,908 1/94483 1/94602 1/117360 1/216431 2/237893
841.4 1/94483 1/94602 1/117360 2/216431 1/237893
842 1/94483 1/94602 1/117360 2/216431 2/237893
842,000 1/94483 1/47301 1/117360 1/216431 2/237893
843 1/94483 1/94602 1/117360 1/216431 2/237893
843.90 1/94483 1/94602 1/58680 1/216431 1/237893
844.0 1/94483 1/94602 1/117360 2/216431 1/237893
844.2 1/94483 1/94602 1/117360 1/216431 2/237893
844.30 1/94483 1/94602 1/58680 1/216431 1/237893
845,000 1/94483 1/94602 1/117360 1/216431 2/237893
845.50 1/94483 1/94602 1/58680 1/216431 1/237893
846.90 1/94483 1/94602 1/58680 1/216431 1/237893
847 1/94483 1/94602 1/117360 1/216431 2/237893
848,600 1/94483 1/94602 1/117360 1/216431 2/237893
849,000 1/94483 1/94602 1/117360 1/216431 4/237893
849,180 1/94483 1/94602 1/117360 1/216431 3/237893
85 1/94483 11/94602 1/14670 11/216431 28/237893
85,000 1/94483 1/94602 1/117360 2/216431 6/237893
85,731 1/94483 1/94602 1/117360 1/216431 2/237893
85.0 1/94483 1/94602 1/117360 1/216431 5/237893
85.1 1/94483 1/94602 1/117360 1/216431 3/237893
85.3 1/94483 1/94602 1/117360 1/216431 4/237893
85.3p 1/94483 1/94602 1/117360 1/216431 2/237893
85.4 1/94483 1/94602 1/117360 1/216431 7/237893
85.7 1/94483 1/94602 1/117360 1/216431 3/237893
85.9 1/94483 1/94602 1/117360 1/216431 5/237893
850 3/94483 1/47301 1/29340 2/216431 2/237893
850,000 2/94483 1/94602 1/117360 2/216431 3/237893
852,000 1/94483 1/94602 1/117360 3/216431 3/237893
853,000 1/94483 1/94602 1/117360 1/216431 5/237893
854,000 1/94483 1/94602 1/117360 1/216431 2/237893
855,000 1/94483 1/94602 1/117360 3/216431 2/237893
855,768.75 1/94483 1/94602 1/117360 2/216431 1/237893
856,000 1/94483 1/94602 1/117360 1/216431 2/237893
857,006 1/94483 1/94602 1/117360 1/216431 2/237893
859 1/94483 1/94602 1/117360 1/216431 2/237893
859.1 1/94483 1/94602 1/117360 1/216431 2/237893
86 1/94483 1/47301 1/117360 2/216431 21/237893
86,000 1/94483 1/94602 1/117360 1/216431 4/237893
86.3 1/94483 1/94602 1/117360 1/216431 4/237893
86.6 1/94483 1/94602 1/117360 1/216431 4/237893
86.7 1/94483 1/94602 1/117360 1/216431 3/237893
86.8 1/94483 1/94602 1/117360 1/216431 3/237893
86/87 1/94483 1/31534 1/117360 1/216431 1/237893
860 1/94483 1/94602 1/117360 3/216431 1/237893
860,000 1/94483 1/94602 1/117360 1/216431 3/237893
861,000 1/94483 1/47301 1/117360 1/216431 2/237893
861.2 1/94483 1/94602 1/117360 1/216431 2/237893
863,000 1/94483 1/94602 1/117360 1/216431 4/237893
865,000 1/94483 1/94602 1/117360 1/216431 4/237893
865.3 1/94483 1/94602 1/117360 1/216431 2/237893
867 1/94483 1/94602 1/117360 1/216431 2/237893
867,000 1/94483 1/94602 1/117360 1/216431 3/237893
868,000 1/94483 1/94602 1/117360 1/216431 3/237893
87 3/94483 2/47301 1/58680 4/216431 23/237893
87,000 1/94483 1/47301 1/117360 1/216431 4/237893
87,259 1/94483 1/47301 1/117360 1/216431 1/237893
87.0 1/94483 1/47301 1/117360 1/216431 6/237893
87.3 1/94483 1/94602 1/117360 2/216431 4/237893
87.4 1/94483 1/47301 1/117360 1/216431 2/237893
87.5 1/94483 1/94602 1/117360 1/216431 2/237893
87.50 1/94483 1/94602 1/117360 5/216431 1/237893
87.8 1/94483 1/94602 1/117360 1/216431 4/237893
870,000 2/94483 1/47301 1/117360 2/216431 5/237893
870p 1/94483 1/94602 1/117360 2/216431 1/237893
871,000 1/94483 1/94602 1/117360 1/216431 5/237893
872 2/94483 1/94602 1/117360 1/216431 3/237893
872.3 1/94483 1/94602 1/117360 1/216431 3/237893
872.5 1/94483 1/94602 1/117360 1/216431 2/237893
875,000 1/94483 1/47301 1/117360 2/216431 8/237893
877,000 1/94483 1/94602 1/117360 1/216431 3/237893
877.4 1/94483 1/94602 1/117360 1/216431 2/237893
88 2/94483 1/94602 1/117360 2/216431 18/237893
88,000 1/94483 1/94602 1/117360 1/216431 7/237893
88,785 1/94483 1/47301 1/117360 1/216431 1/237893
88,843 1/94483 1/94602 1/117360 1/216431 2/237893
88,974,000 1/94483 1/94602 1/117360 1/216431 2/237893
88.2 1/94483 1/94602 1/117360 1/216431 4/237893
88.67 1/94483 1/94602 1/117360 1/216431 5/237893
88.7 1/94483 1/94602 1/117360 1/216431 4/237893
88.9 1/94483 1/94602 1/117360 2/216431 3/237893
880 1/94483 1/94602 1/117360 2/216431 2/237893
880,000 1/94483 1/94602 1/117360 3/216431 2/237893
881,000 1/94483 1/94602 1/117360 1/216431 2/237893
882,000 1/94483 1/94602 1/117360 1/216431 3/237893
882,869 1/94483 1/94602 1/117360 1/216431 2/237893
884,000 1/94483 1/94602 1/117360 1/216431 2/237893
885,000 1/94483 1/94602 1/117360 1/216431 2/237893
885p 1/94483 1/94602 1/117360 2/216431 1/237893
886,937 1/94483 1/94602 1/117360 1/216431 2/237893
887,000 1/94483 1/47301 1/117360 1/216431 2/237893
887.5 1/94483 1/94602 1/117360 2/216431 1/237893
889,000 1/94483 1/94602 1/117360 1/216431 2/237893
89 1/94483 1/47301 1/117360 3/216431 28/237893
89,000 1/94483 1/94602 1/117360 1/216431 4/237893
89,478 1/94483 1/94602 1/117360 1/216431 2/237893
89,844 1/94483 1/94602 1/117360 1/216431 2/237893
89,900 1/94483 1/94602 1/117360 1/216431 2/237893
89.0 1/94483 1/94602 1/117360 1/216431 3/237893
89.1 1/94483 1/94602 1/117360 1/216431 3/237893
89.32 1/94483 1/94602 1/117360 1/216431 4/237893
89.4 1/94483 1/94602 1/117360 1/216431 2/237893
89.7 1/94483 1/94602 1/117360 1/216431 3/237893
890 1/94483 1/94602 1/117360 1/216431 3/237893
890,138 1/94483 1/94602 1/117360 1/216431 3/237893
892 1/94483 1/94602 1/117360 1/216431 2/237893
892,000 1/94483 1/94602 1/117360 1/216431 3/237893
892,323 1/94483 1/94602 1/117360 1/216431 2/237893
892,700 1/94483 1/47301 1/117360 1/216431 1/237893
895,000 1/94483 1/94602 1/117360 1/216431 3/237893
897.9 1/94483 1/94602 1/117360 1/216431 3/237893
899,000 1/94483 1/94602 1/117360 1/216431 2/237893
89th 1/94483 1/94602 1/58680 1/216431 1/237893
8p 1/94483 1/94602 1/117360 1/216431 3/237893
9 1/94483 2/47301 1/6520 16/216431 14/237893
9,000 1/94483 1/31534 1/117360 1/216431 5/237893
9,020,000 1/94483 1/94602 1/117360 1/216431 2/237893
9,049,000 1/94483 1/94602 1/117360 1/216431 2/237893
9,059,600 1/94483 1/94602 1/117360 1/216431 3/237893
9,091,688 1/94483 1/94602 1/117360 1/216431 3/237893
9,099,767 1/94483 1/94602 1/117360 1/216431 3/237893
9,100,000 1/94483 1/94602 1/117360 1/216431 3/237893
9,122,722 1/94483 1/94602 1/117360 1/216431 2/237893
