359 428 535 1617 2848
allegedli 0 0 0 1 0
improp 0 0 0 3 1
polit 13 7 31 16 7
york-area 0 0 0 2 0
wor 0 0 0 8 0
mca 0 4 0 13 2
387 0 0 0 7 0
khj 0 0 0 5 0
walt 0 0 0 7 0
disney 0 0 0 10 0
217 0 0 0 5 5
103 0 0 1 6 2
3.10 1 2 0 4 2
yet 18 13 17 32 13
campeau 0 0 0 5 0
debartolo 0 0 0 3 0
j 0 0 0 12 5
gp 0 0 0 0 4
georgia-pacif 0 0 0 0 3
gulf 115 61 26 12 36
commmod 0 0 0 0 1
ben 0 0 0 1 4
massachusett 0 0 0 5 5
3.035 0 0 0 0 1
2.978 0 0 0 0 1
calni 0 0 0 20 0
pepsico 0 0 0 12 4
nacco 0 0 0 0 7
11.5 2 2 1 3 27
quarto 0 0 0 0 4
5.2 1 0 3 7 12
capco 0 0 0 0 1
1.11 1 0 1 1 16
62 0 0 1 6 21
3.48 0 0 0 0 2
soar 4 2 9 6 4
7-7/8 0 0 1 1 0
euphoria 0 0 0 1 0
arbitrageur 0 0 0 20 0
knight 0 0 0 2 0
outcom 2 3 3 5 6
teen 0 0 0 1 0
thwart 1 1 1 4 0
proven 7 0 2 4 4
beginn 0 1 0 1 0
hodge-podg 0 0 0 1 0
non-rel 0 0 0 1 0
univers 3 0 2 26 5
structur 5 8 11 21 14
display 0 0 1 5 0
answer 3 3 8 4 3
machin 0 0 1 10 7
weld 0 0 0 1 0
'm 2 2 5 3 6
tell 3 8 9 17 2
rudolph 0 0 0 1 0
hokanson 0 0 0 2 0
milwauke 0 0 0 9 0
25-dlr 0 0 0 1 0
reput 0 0 0 3 1
qualiti 5 14 2 4 7
nich 0 0 0 3 1
442 0 0 2 0 0
1.55 1 0 3 4 15
429 0 0 1 0 0
resal 0 0 14 2 0
10-7/16 0 0 7 0 0
1.501 0 0 1 0 0
ccc 0 54 0 1 0
guarante 19 44 5 16 5
yemen 0 4 0 0 0
commod 8 127 35 12 5
gsm-103 0 5 0 0 0
yera 0 1 0 0 0
linear 0 0 0 0 5
lner 0 0 0 0 2
film 0 0 0 13 12
1,235,000 0 0 0 0 2
stretch 3 0 0 2 5
louisvil 0 0 0 0 1
lou 0 2 0 0 1
silver 2 1 2 16 8
ssmc 0 0 0 0 2
528,790 0 0 0 0 2
286,969 0 0 0 0 2
2,537,803 0 0 0 0 1
773,729 0 0 0 0 1
2,429,576 0 0 0 0 1
404,394 0 0 0 0 1
6,726,327 0 0 0 0 1
1,150,961 0 0 0 0 1
273,000 0 0 0 0 3
1,710,000 0 0 0 0 1
4,397,000 0 0 0 0 1
7,527,000 0 0 0 0 1
2.67 1 0 0 0 2
3.25 0 2 0 2 7
66 0 2 1 3 27
22.1 0 1 0 1 5
hongkong 0 0 0 7 30
reassess 3 1 1 1 1
govt 1 0 0 0 1
35.9 2 0 0 1 7
shanghai 0 9 0 2 8
36 6 4 1 6 60
26,158,000 0 0 0 0 1
21,798,000 0 0 0 0 1
1.05 1 1 5 2 22
844.2 0 0 0 0 1
1.28 0 3 0 0 15
1.22 1 0 0 0 14
1.15 6 1 6 1 15
92,779,000 0 0 0 0 1
77,971,000 0 0 0 0 1
72.4 0 0 0 0 2
64.0 0 0 0 0 1
upland 0 2 0 8 0
gold 2 1 21 49 35
concess 2 2 0 6 2
eastern 8 11 2 13 2
gammara 0 0 0 2 0
antonio 1 0 0 6 2
diamazon 0 0 0 2 0
aslamina 0 0 0 2 0
aslambeck 0 0 0 2 0
mina 0 0 0 2 0
gerai 0 0 0 2 0
drought 0 46 0 0 0
chines 3 11 4 2 4
2.0 0 12 0 3 15
peke 9 6 0 0 0
precipit 1 5 0 1 1
irrig 0 13 0 0 0
water 29 18 0 11 6
dormanc 0 7 0 0 0
hail 3 1 0 0 0
anhui 0 4 0 0 0
incomplet 0 1 0 2 0
prorat 1 0 0 6 0
mcclain 0 0 0 0 3
mccl 0 0 0 0 2
380,325 0 0 0 0 1
211,183 0 0 0 0 1
5,046,578 0 0 0 0 1
3,941,764 0 0 0 0 1
sterl 3 1 111 11 14
height 0 0 0 1 1
mich 0 0 0 2 2
174,000 0 0 0 0 2
698,000 0 0 0 0 1
treat 0 1 0 4 5
concord 0 0 0 2 2
1,110,484 0 0 0 0 1
677,192 0 0 0 0 1
36.6 0 0 0 0 4
1,649,453 0 0 0 0 1
1,211,597 0 0 0 0 1
58.5 0 0 0 0 4
kuwaiti 27 0 3 0 0
kuwait 60 0 10 1 0
petrobra 47 0 0 0 0
saudi 177 9 37 0 21
arabia 90 9 19 0 2
impos 9 10 6 2 1
cancel 14 5 0 8 9
40-mln 2 0 0 0 0
refus 12 5 16 13 1
reconfirm 1 0 0 0 0
love 0 0 1 11 7
tlci 0 0 0 1 0
staf 0 0 0 2 4
health 5 0 3 44 29
buildier 0 0 0 1 0
norrel 0 0 0 5 0
builder 0 0 0 16 1
610,000 0 0 0 1 3
6,950,000 0 0 0 1 0
consumm 0 1 0 13 0
conven 0 0 0 1 0
adjourn 0 0 0 8 0
reconven 0 0 1 1 0
1,950,000 0 0 0 1 0
registr 5 5 0 7 5
proxi 0 0 0 19 5
upon 2 2 4 21 7
clearanc 0 0 1 12 0
solicit 0 0 0 9 0
37.1 0 0 0 2 5
balli 0 0 0 16 12
theme 0 0 1 4 0
park 0 0 1 16 6
imatron 0 0 0 11 1
imat 0 0 0 1 1
mitsui 0 0 2 13 0
mitsi 0 0 0 2 0
120-day 0 0 0 1 0
ultrafast 0 0 0 1 0
tomographi 0 0 0 1 0
scanner 0 0 0 2 0
schedul 18 19 8 54 16
cardiolog 0 0 0 1 0
southeast 4 8 1 7 3
heaviest 0 5 0 0 0
drought-threaten 0 1 0 0 0
allevi 0 1 2 0 0
guangdong 0 5 1 0 0
seeq 0 0 0 0 2
1.84 0 1 0 0 4
785,000 0 0 0 1 4
4,279,000 0 0 0 0 1
8,464,000 0 0 0 0 1
9,649,000 0 0 0 0 1
2,664,000 0 0 0 0 3
4.09 0 0 0 0 2
262,000 0 0 0 0 2
9,689,000 0 0 0 0 1
19.2 0 0 0 0 12
2,874,000 0 0 0 0 1
2,660,000 0 0 0 0 1
artra 0 0 0 0 1
ata 0 0 0 0 1
1.17 0 0 0 0 17
4,261,000 0 0 0 0 1
2,816,000 0 0 0 0 1
11.7 2 0 0 7 14
2,817,616 0 0 0 0 1
2,685,592 0 0 0 0 1
1.10 1 1 5 1 20
863,000 0 0 0 0 3
2,390,000 0 0 0 0 1
85.9 0 0 0 0 4
60.4 0 0 0 1 3
2,754,258 0 0 0 0 1
2,541,967 0 0 0 0 1
46,000 0 0 0 0 7
3.9 1 0 0 3 20
revers 5 7 9 1 47
envirodyn 0 0 0 0 1
sargent-welch 0 0 0 0 1
rosecraft 0 0 0 0 1
4 6 6 3 8 13
lawrenc 0 3 0 4 3
jewelri 0 0 0 2 1
oct 0 1 0 2 5
r.n 0 0 0 0 1
koch 0 0 0 0 1
unsolicit 0 0 0 28 0
enabl 2 6 4 20 15
bust-up 0 0 0 1 0
true 1 1 1 7 3
leverag 0 0 0 34 2
buyout 0 0 0 109 3
114-1/4 0 0 0 1 0
syndic 1 0 1 14 2
bridg 5 0 1 9 0
shearson 4 1 6 96 3
radic 0 0 3 2 3
alter 8 2 4 5 1
selloff 0 0 0 3 0
aerojet 0 0 0 3 0
borrow 6 2 32 14 23
jeopard 1 0 0 1 0
supplier 12 7 0 15 4
scandinavia 0 0 0 4 1
scf 0 0 0 2 0
2,165,300 0 0 0 1 0
33.3 0 0 0 2 4
1,978,900 0 0 0 1 0
ingemar 0 0 0 2 0
rydin 0 0 0 2 0
industritillbehor 0 0 0 2 0
erik 0 0 0 4 0
martin 0 0 3 22 12
vik 0 0 0 1 0
cng 0 0 0 1 1
37-1/2 0 0 0 0 5
wait 9 14 8 15 2
orlean 0 5 0 0 0
continent 14 9 2 24 44
westwego 0 2 0 0 0
mississippi 1 7 0 1 6
river 11 16 0 18 4
myrtl 0 2 0 0 0
grove 0 2 0 1 0
0 0 13 0 0 1
growmark 0 9 0 0 0
bung 0 2 0 0 0
destrehan 0 4 0 0 0
peavey 0 5 0 0 0
elmo 0 2 0 0 0
terr 0 2 0 0 0
haut 0 2 0 0 0
allen 1 3 0 2 0
zen-noh 0 2 0 0 0
enterra 0 0 0 2 1
en 0 0 0 1 3
hale 0 0 0 2 5
macomson 0 0 0 2 0
mcbain 0 0 0 1 0
16.15 1 2 0 0 2
73.38 0 0 0 0 1
2.27 0 0 0 0 7
2.94 0 1 0 0 3
aris 2 0 1 3 8
119.93 0 0 0 0 1
agnew 0 0 0 0 1
nickel 0 0 0 0 2
laid-up 0 0 0 0 1
drillship 0 0 0 0 1
endeavour 0 0 0 0 2
33-1/3 0 0 0 0 3
csbp 0 0 0 0 1
18.9 0 1 0 0 6
finalis 0 0 0 2 1
kwinana 0 0 0 0 1
nitrogen 0 2 0 0 1
helm 0 1 0 3 2
h 0 1 1 6 7
bamberg 0 0 0 6 0
overallot 0 0 0 1 0
polym 0 0 0 1 0
435,000 0 0 0 1 2
uco 0 0 0 1 0
flonet 0 0 0 2 0
irvin 0 0 0 6 0
kaplan 0 0 0 4 0
valv 0 0 0 3 0
marin 12 0 3 21 10
specialti 0 0 0 25 18
militari 18 0 3 9 6
soy 0 1 0 0 0
survey 19 10 19 0 7
59.1 0 1 0 0 4
64.7 0 1 0 0 2
61.5 0 4 0 0 2
76.7 0 2 0 0 0
supply/demand 0 2 0 0 0
newslett 2 3 0 0 0
sent 9 6 2 18 3
63.0 0 3 0 0 3
59.5 0 1 0 1 1
68.0 0 1 0 0 1
cwtr 0 0 0 1 0
eaux 0 0 0 1 4
eaug.pa 0 0 0 1 0
treatment 2 0 1 9 7
ventil 0 0 0 1 0
5.0 1 4 2 3 7
139,200 0 0 0 1 0
7.0 0 4 0 2 3
carl 1 0 0 31 1
o'keef 0 0 0 6 0
ckb 0 0 0 2 0
star 0 0 0 24 2
pct-owner 0 0 0 1 1
rothman 0 0 0 1 0
ixl 0 0 0 5 2
196.2 0 0 0 1 1
suburban 0 0 0 14 3
subba 0 0 0 2 0
judgment 3 3 1 6 1
cook 1 0 0 6 5
counti 4 27 0 36 7
circuit 0 1 0 15 9
bartlett 0 0 0 3 0
barlett 0 0 0 1 0
fiduciari 0 0 0 9 3
duti 0 19 0 10 5
neglig 0 0 0 5 2
oppos 12 22 3 37 2
hundr 5 4 1 3 4
thousand 13 4 0 4 1
creditor 5 0 5 17 7
swift 2 0 3 0 2
rescu 2 0 1 0 1
jlit.t 1 0 0 0 0
ibjt.t 1 0 0 0 1
ibj 3 0 0 0 0
68.98 1 0 0 0 0
63.40 1 0 0 0 0
shelv 1 0 0 0 1
124 1 4 0 0 0
153 1 1 6 0 0
recess 9 1 10 4 2
asahi 1 0 0 1 0
shimbun 1 0 0 0 0
abandon 1 2 4 4 6
sym 0 0 0 0 2
7.6 3 2 1 4 14
66.9 0 0 0 0 4
14.8 1 0 0 6 11
223.1 0 0 0 0 1
215.2 0 0 0 0 1
inlud 0 0 0 0 1
msa 0 0 0 1 2
sss 0 0 0 1 2
247,970 0 0 0 0 2
57,341 0 0 0 0 2
2,393,622 0 0 0 0 2
2,627,612 0 0 0 0 2
5,958,423 0 0 0 0 1
2,440,100 0 0 0 0 2
3,213,310 0 0 0 0 2
849,180 0 0 0 0 2
14,571,434 0 0 0 0 1
9,099,767 0 0 0 0 2
6,177,666 0 0 0 0 2
2,440,083 0 0 0 0 2
85,000 0 0 0 1 5
250,000 3 5 1 4 7
182.2 0 0 0 0 5
150.5 0 0 0 0 4
sunter 0 0 0 13 0
allegheni 0 0 0 82 1
acquisititon 0 0 0 1 0
boston 1 0 0 48 17
outsand 0 0 0 1 0
2.19 0 0 0 4 2
11.25 0 0 1 8 1
24.60 0 0 0 9 0
87.50 0 0 0 4 0
two-third 9 5 1 5 2
siemen 0 0 0 35 4
telecom 0 0 0 38 14
sieg.f 0 0 0 7 1
234 0 0 0 2 0
173 0 1 1 3 0
richmond 0 0 2 3 0
rich 2 1 0 5 1
riverhead 0 0 0 2 0
fsb 0 0 0 7 3
6-1/16 0 0 7 0 0
indirect 1 0 10 7 2
lincoln 0 0 0 11 4
transnat 0 0 0 0 2
trsl 0 0 0 0 1
difficulti 10 3 8 7 8
alloytek 0 0 0 0 4
jet 0 0 0 1 5
775,000 0 0 0 0 1
1,402,000 0 0 0 0 2
76 0 1 1 3 27
unexpectedli 1 0 1 0 1
spitz 0 0 0 0 2
simul 0 0 0 1 2
outlay 2 9 0 2 1
implement 9 12 11 2 6
grandvil 0 0 0 0 1
subcontract 0 0 0 1 1
dalla 0 0 0 18 5
dl 0 0 0 0 2
1,626,000 0 0 0 0 1
pofit 0 0 0 0 1
702,000 0 0 0 0 1
98.3 0 0 0 1 4
105.1 0 0 0 0 1
1,293,000 0 0 0 0 2
5,940,000 0 0 0 0 2
396.2 0 0 0 0 1
396.7 0 0 0 0 2
2,112,000 0 0 0 0 1
2,036,000 0 0 0 0 1
dennison 0 0 0 2 0
dsn 0 0 0 1 0
paper 4 14 37 27 14
dunn 1 0 2 2 0
saiud 0 0 0 1 0
hygeia 0 0 0 1 0
coeur 0 0 0 0 1
d'alen 0 0 0 0 1
cour 0 0 0 0 1
1,343,000 0 0 0 0 2
49,000 0 1 0 0 1
6,778,000 0 0 0 0 1
1,976,000 0 0 0 0 1
4,693,000 0 0 0 0 1
672,000 0 0 0 0 1
7,034,000 0 0 0 0 1
3,624,000 0 0 0 0 1
write-off 0 0 2 0 15
griffin 0 0 0 0 1
grif 0 0 0 0 1
25,800 0 0 0 0 1
157,100 0 0 0 0 1
2,323,500 0 0 0 0 1
1,930,400 0 0 0 0 1
401,100 0 0 0 0 1
93,100 0 0 0 0 1
8,807,000 0 0 0 0 1
csx 0 0 0 4 4
73.0 0 0 0 0 2
85.0 0 0 0 0 4
1.89 0 2 0 0 1
1.69 1 2 0 0 3
sea-land 0 0 0 3 2
hubco 0 0 0 0 1
hco 0 0 0 0 1
1,356,754 0 0 0 0 1
1,048,340 0 0 0 0 1
448.5 0 0 0 0 1
407.4 0 0 0 0 1
pantera 0 0 0 18 0
pant 0 0 0 3 0
pizza 0 0 1 23 1
pza 0 0 0 1 1
inn 0 0 1 9 3
11.50 0 1 0 6 2
non-transferr 0 0 0 1 0
0.55 1 0 0 1 0
f.j 0 0 0 1 0
spillman 0 0 0 1 0
9.50 0 0 0 4 2
nasdaq 0 0 0 5 4
amex 0 0 0 2 0
headquart 5 0 0 25 4
otain 0 0 0 1 0
point/viacom 0 0 0 1 0
war 22 4 7 7 0
viacom 0 0 0 66 1
pit 0 2 2 1 0
amus 0 0 0 23 1
theater 0 0 0 6 0
insist 3 3 2 1 1
mail 0 1 0 6 10
sumner 0 0 0 5 0
redston 0 0 0 37 0
rare 0 0 4 5 1
enjoy 2 0 4 1 1
convinc 4 3 4 3 2
chanc 7 10 24 8 4
word 4 1 5 3 4
50-3/8 0 0 0 1 0
midafternoon 0 0 0 1 1
spoke 4 0 4 1 1
heavili 4 2 6 5 3
newest 0 0 1 2 1
fraction 0 2 1 4 4
7.50 0 0 0 5 3
one-fifth 0 0 0 3 0
arsen 0 0 0 11 1
38.50 0 0 0 2 0
portion 3 2 1 25 12
4.00 0 1 1 3 1
everi 6 7 4 18 18
beyond 2 0 4 11 9
intest 0 0 0 1 0
thereaft 0 1 0 3 2
terrenc 0 0 0 2 0
elk 2 0 0 1 1
realli 1 4 13 9 3
edg 0 1 5 3 3
ov 0 0 0 1 0
fmc 0 0 0 2 0
initit 0 0 0 1 0
12.50 0 0 1 4 1
dip 4 0 7 2 4
wci 0 0 0 2 0
7/8 1 0 2 2 4
31-1/8 0 0 0 1 0
37.50 0 0 0 1 0
chri 0 0 4 1 0
ccn 0 0 0 1 1
1-1/4 0 0 2 2 1
22-3/4 0 0 0 1 0
cb 0 0 0 11 3
940,000 1 0 0 1 1
variti 0 0 0 0 15
vat 2 0 0 0 4
cutback 10 2 0 1 2
realiz 1 2 1 10 31
dayton 0 0 0 0 4
walther 0 0 0 0 1
23.3 1 0 0 1 8
deterior 3 1 3 0 10
weaken 1 0 16 1 9
unforeseen 0 0 0 0 2
tractor 0 0 0 1 6
erod 0 4 0 0 2
slide 5 2 18 1 2
18.2 0 1 0 1 14
costli 4 3 0 3 1
stch.l 0 0 0 0 3
97.0p 0 0 0 0 1
85.3p 0 0 0 0 1
22.5p 0 0 0 0 1
20.0p 0 0 0 0 1
35.0p 0 0 0 0 2
30.5p 0 0 0 0 1
253.9 0 0 0 0 1
267.9 0 0 0 0 1
96.3 0 0 0 0 1
125.6 0 0 0 0 5
998.8 0 0 0 0 1
759.3 0 0 0 0 1
692.7 0 0 0 0 1
doubt 0 2 21 12 13
394.4 0 0 0 0 1
306.1 0 0 0 0 1
184.2 0 0 0 0 2
100.7 0 0 0 0 2
43.7 0 0 0 0 5
62.5 1 0 0 2 4
15.7 2 0 0 0 13
2.49 0 1 1 0 2
2.33 0 0 0 0 2
1.77 0 0 0 0 7
1.64 0 2 0 1 10
428.8 0 0 0 0 1
313.2 0 0 0 0 1
405.9 0 0 0 0 1
376.0 0 0 0 0 1
premis 0 0 0 0 1
197.0 0 0 0 0 1
155.2 0 0 0 0 1
156.4 0 0 0 0 1
161.5 0 0 0 0 2
49.6 0 0 0 0 5
asia 3 4 4 6 11
31.8 0 0 0 1 7
17.7 0 0 0 0 6
tropic 0 1 0 0 2
47.5 1 0 0 1 4
44.7 0 0 0 0 5
107.6 0 0 0 0 2
135.7 0 0 0 0 1
36.8 0 0 0 0 4
wendi 0 0 0 34 3
wen 0 4 0 4 0
decln 0 0 0 1 0
rumor 3 16 5 56 1
vagu 0 0 2 1 1
11-3/4 0 0 1 1 2
publish 11 2 6 50 16
profession 0 1 0 7 6
coca 0 0 0 8 0
cola 0 0 0 8 0
1.00 2 0 0 0 5
dlrs/shr 0 0 0 14 3
79 0 0 0 3 18
allianc 3 0 1 3 6
180.4 0 0 0 0 3
becor 0 0 0 11 0
bcw 0 0 0 3 0
greenwich 1 0 0 1 0
randolph 0 0 0 1 0
w 2 2 0 22 5
lenz 0 0 0 1 0
15.50 1 0 0 5 2
gear 0 0 0 9 2
express 4 5 5 120 12
10.45 0 0 0 2 0
handleman 0 0 0 0 1
hdl 0 0 0 0 1
jpm 0 0 0 0 2
nonaccru 0 0 0 0 3
j.p 0 0 0 0 5
guaranti 0 0 7 7 3
bac 0 0 0 5 3
uncollect 0 0 0 1 3
233.9 0 0 0 0 1
872.5 0 0 0 0 1
expediti 0 0 0 3 1
earliest 0 1 0 2 1
4.183 0 0 1 0 0
nine-day 0 0 3 0 0
4.003 0 0 1 0 0
k 1 1 0 15 20
mart 0 0 0 12 22
43.5 0 0 0 0 2
presplit 0 0 0 0 7
frankfurt 0 0 6 1 2
rain/flood 0 1 0 0 0
flood 0 19 2 1 0
69,000 0 2 0 0 2
human 0 2 0 0 1
storag 14 23 0 9 2
bhagat 0 2 0 0 0
government-own 0 1 2 1 1
cattl 2 4 0 1 0
16.43 0 1 0 0 2
4,193,000 0 0 0 0 1
1,070,000 0 0 0 0 3
9,377,000 0 0 0 0 1
9,444,000 0 0 0 0 1
undevelop 3 0 0 1 1
land 12 49 4 17 31
rabbit 0 0 0 6 0
rabt 0 0 0 2 0
cti 0 0 0 6 1
royalti 9 0 1 7 16
consortium 7 0 1 18 4
chosen 1 0 1 3 0
exploit 5 0 0 1 3
guasar 1 0 0 0 0
zulia 1 0 0 0 0
pdvsa 16 0 0 0 0
chacin 2 0 0 0 0
guzman 1 0 0 0 0
expertis 1 0 0 6 0
carbozulia 2 0 0 0 0
agip 4 0 0 0 0
carbon 1 0 0 1 2
ent 2 0 0 0 2
nazional 2 0 0 1 1
idrocarburi 2 0 0 0 0
eni 1 0 0 0 0
atlant 5 0 0 20 18
richfield 5 0 0 5 2
arc 3 0 0 3 2
arturo 8 0 0 0 0
hernandez 21 0 0 0 0
grisanti 12 0 0 0 0
vice-presid 2 2 1 6 0
pablo 1 0 0 0 0
reimpel 2 0 0 0 0
100-150,000 1 0 0 0 0
metric 1 1 0 0 0
mt 1 8 0 29 2
approxim 3 5 0 28 20
bolivar 3 0 0 0 9
skipper 0 0 0 0 1
skip 0 0 0 0 1
forest 0 2 0 11 3
feca 0 0 0 1 0
handi 0 0 0 1 1
andi 0 0 0 1 0
gurne 0 0 0 2 0
ill 0 4 0 12 1
utilicorp 0 0 0 4 17
hadson 0 0 0 3 1
99 0 3 0 1 16
545,000 0 0 0 0 2
75.3 0 0 0 0 3
37.9 1 0 0 0 5
4,908,000 0 0 0 0 1
4,487,000 0 0 0 0 1
216.8 0 0 0 0 1
117.7 0 0 0 0 2
96 0 0 1 10 14
genm.j 0 0 0 0 2
derek 0 0 0 0 1
rand 0 0 9 1 15
ought 0 1 4 2 1
616 0 0 0 0 2
warburg 0 0 3 18 0
pincu 0 0 0 12 0
symbion 0 0 0 20 0
symb 0 0 0 4 0
l.p 0 0 0 25 7
3.50-dlr-per-shar 0 0 0 1 0
top 15 5 19 28 11
rodman 0 0 0 1 0
moorhead 0 0 0 3 0
l.f 1 0 0 5 1
rothschild 1 0 0 12 1
unterberg 0 0 0 2 1
towbin 0 0 0 2 1
3.50 1 2 2 3 4
eager 0 1 1 7 1
nuclad 0 0 0 2 0
dime 0 0 0 0 3
dibk 0 0 0 0 1
adsteam 0 0 0 7 10
adelaid 0 0 0 1 2
steamship 0 0 0 2 2
adsa. 0 0 0 1 2
markheath 0 0 0 4 0
60p 0 0 0 1 0
spalvin 0 0 0 2 0
nomine 0 0 0 9 0
style 1 0 1 2 1
erbamont 0 0 0 3 0
erb 0 0 0 1 0
antibiotico 0 0 0 6 0
montedison 2 0 0 10 0
farmitalia 0 0 0 1 0
erba 0 0 0 1 0
cambior 0 0 0 0 1
8,801,000 0 0 0 0 1
33.2 0 0 0 0 5
upgrad 6 0 2 0 3
sanford 4 0 0 0 5
margosh 11 0 0 0 0
prescrib 1 0 0 0 1
jawbon 2 0 0 0 0
restraint 5 0 2 6 2
optim 14 2 4 3 6
imo.a 4 0 0 0 0
49-1/8 1 0 0 1 0
srd 1 0 0 5 0
62-3/4 1 0 0 0 0
exxon 43 0 0 5 2
xon 15 0 0 3 0
83-1/8 1 0 0 0 0
chevron 15 0 0 0 0
chv 6 0 0 0 0
1-1/8 4 0 0 1 1
54-7/8 1 0 0 0 0
suspect 1 0 1 3 0
1-3/4 2 0 0 2 7
test 16 5 25 11 13
thrust 2 0 1 0 0
mlx 0 0 0 5 1
mlxx 0 0 0 1 1
1,815,000 0 0 0 0 5
59.9 1 0 0 0 1
2,798,000 0 0 0 0 1
9,775,000 0 0 0 0 2
1,217,000 0 0 0 0 1
324,000 0 0 0 0 1
83.3 0 2 0 0 1
3,195,000 0 0 0 0 1
perman 6 6 3 1 3
collaps 3 1 4 2 2
permament 1 1 0 0 0
alick 1 0 0 0 0
buchanan-smith 2 0 0 0 0
dive 2 0 0 0 0
buchanan 1 0 0 0 0
snith 1 0 0 0 0
sea 61 8 3 5 11
manpow 1 1 0 0 0
14,000 1 1 0 0 3
context 2 4 2 1 0
brent-grad 1 0 0 0 0
brent 10 0 0 0 0
17.15 2 0 0 0 0
britian 1 0 0 0 0
oil-consum 1 0 0 0 0
oil-produc 1 0 0 0 0
puerto 2 0 0 2 4
rican 0 0 0 0 1
cement 1 0 0 12 7
prn 0 0 0 0 1
withheld 1 1 0 4 1
rico 2 0 0 2 3
wallac 0 0 0 0 2
wc 0 0 0 0 2
l'air 0 0 0 0 1
airp.pa 0 0 0 0 1
754.45 0 0 0 0 1
674.1 0 0 0 0 1
19.50 0 0 0 1 1
528.14 0 0 0 0 1
399.62 0 0 0 0 1
re-regist 2 0 0 0 0
fleet 4 0 0 51 6
iranian 55 0 0 1 1
missil 33 0 0 2 0
attack 49 3 7 3 1
escort 23 0 0 0 0
kuwaiti-own 1 0 0 0 0
admiss 1 0 0 2 0
flagging-out 1 0 0 0 0
registri 1 0 0 0 0
unwil 2 0 2 0 1
role 10 3 17 13 4
seven-year 1 0 3 3 0
iran 65 4 0 2 0
increasingli 3 2 8 2 2
28-1/2 0 0 0 0 3
joseph 0 0 0 7 4
saj 0 0 0 0 1
holli 0 0 0 0 3
hoc 0 0 0 1 2
1,841,000 0 0 0 0 3
983,000 0 0 0 0 3
102.9 0 0 0 0 4
4,127,000 0 0 0 0 2
4,835,000 0 0 0 0 2
172,000 0 1 0 0 1
4,359,000 0 0 0 0 1
121.4 0 0 0 0 4
209.3 0 0 0 0 2
5,439,000 0 0 0 0 1
706,000 0 0 0 0 1
recapit 0 0 0 7 22
2,300,000 0 0 0 0 5
leader 17 20 8 8 2
adapt 0 1 3 1 0
movement 9 7 29 2 8
leo 0 0 3 0 1
melam 0 0 7 0 0
mercantil 6 0 2 0 6
cme 0 0 6 0 0
healthi 0 2 4 1 4
live 4 8 10 3 2
smithsonian 0 0 1 0 0
era 0 0 4 0 0
1969-71 0 0 1 0 0
crucial 8 3 6 0 0
overwhelm 1 0 1 1 0
mayb 2 0 3 2 4
unrealist 0 1 4 0 0
unnecessari 1 0 2 0 0
policymak 1 0 10 1 0
dramat 1 2 6 1 7
gyrat 0 0 1 0 0
so-cal 3 5 7 5 2
triple-witch 0 0 1 0 0
salutari 0 0 1 0 0
tripl 1 1 2 0 2
witch 0 0 1 0 0
floor 2 21 7 1 0
popular 1 0 9 1 0
abus 0 1 1 3 1
bar 1 2 3 8 1
dual 0 0 1 0 0
elsewher 8 5 1 2 0
nearest 0 1 1 0 0
minut 0 3 3 1 1
curb 14 3 13 4 0
extrem 2 2 24 1 4
prove 24 5 9 7 3
dellsher 0 0 1 0 0
p 2 0 1 8 15
conced 0 0 3 1 2
bottom 7 3 3 1 8
royex 0 0 0 13 0
dlrs/warrant 0 0 0 2 0
corona 0 0 0 10 0
revlon 0 0 0 18 8
germain 0 0 1 4 0
monteil 0 0 0 4 0
cosmet 0 0 0 8 3
beecham 0 0 0 7 0
cp 1 0 0 3 7
wood 3 0 0 6 5
gundi 0 0 0 2 2
mapl 0 0 0 5 0
leaf 0 1 0 5 0
toronto 1 0 1 16 6
819 0 0 0 2 0
diversifi 3 0 1 19 14
agriproduct 0 0 0 2 0
flour 0 29 0 2 0
flour-bas 0 0 0 2 0
bake 0 0 0 2 2
poultri 0 3 0 7 1
render 0 0 0 5 0
livestock 1 10 0 6 0
high-tech 0 0 0 1 2
malcolm 0 0 1 11 0
baldrig 0 0 6 20 0
schlumberg 5 0 0 28 0
slb 1 0 0 8 0
fairchild 1 0 0 60 4
fujitsu 0 0 0 39 0
itsu.t 0 0 0 6 0
intellig 2 1 0 3 10
gather 4 0 4 4 0
worsen 2 4 2 2 1
strain 3 5 9 2 1
huge 12 3 12 7 2
defenc 14 1 1 11 4
caspar 4 0 0 7 0
weinberg 10 0 0 12 0
supercomput 0 0 0 15 0
orbit 4 0 0 0 0
52.6 1 0 0 0 4
44.2 1 0 1 0 0
apprais 2 0 0 6 1
67.2 1 0 0 0 3
cubic 60 0 0 4 3
feet 43 1 0 7 3
sienna 1 0 0 0 0
173,000 1 0 0 1 3
bcf 3 0 0 1 2
stuart 0 0 0 1 2
stu 0 0 0 0 1
29,000 0 0 0 0 5
1,350,000 0 0 0 0 2
32.4 1 0 0 0 9
1,251,000 0 0 0 0 2
2,520,000 0 0 0 0 1
129.9 0 0 0 1 4
96.1 0 0 0 0 2
languag 1 0 3 0 5
clri 0 0 0 0 1
3,035,000 0 0 0 0 2
2,516,000 0 0 0 0 3
215,000 0 0 0 0 1
4,647,000 0 0 0 0 1
93.4 0 0 0 3 1
98.7 0 0 0 0 6
hamilton 2 0 0 0 0
haml 1 0 0 0 0
59.8 1 0 0 1 3
